universityName,province,majorCode,majorName,degreeType,studyMode,examSubjects,reexaminationLine,actualEnrollment,registrationCount,admissionYear,universityLevel,plannedEnrollment,nationalLine,sourceName,sourceUrl,sourceYear,remarks
中国矿业大学(北京),未知,085400,电子信息,专业学位,FULL_TIME,未公开,,79,79,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共79条考生记录，其中79人录取
中国矿业大学(北京),未知,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,16,16,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共16条考生记录，其中16人录取
中国矿业大学(北京),未知,085400,检测技术与自动化装置,专业学位,FULL_TIME,未公开,,4,4,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共4条考生记录，其中4人录取
中国矿业大学(北京),未知,085400,控制理论与控制工程,专业学位,FULL_TIME,未公开,,3,3,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共3条考生记录，其中3人录取
中国矿业大学(北京),未知,085400,模式识别与智能系统,专业学位,FULL_TIME,未公开,,6,6,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共6条考生记录，其中6人录取
中国矿业大学(北京),未知,083500,软件工程,专业学位,FULL_TIME,未公开,,5,5,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共5条考生记录，其中5人录取
中国矿业大学(北京),未知,085400,通信与信息系统,专业学位,FULL_TIME,未公开,,9,9,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共9条考生记录，其中9人录取
中国矿业大学(北京),未知,085400,信号与信息处理,专业学位,FULL_TIME,未公开,,3,3,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共3条考生记录，其中3人录取
广西大学,广西,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,67,67,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共67条考生记录，其中67人录取
广西大学,广西,085400,电子信息,专业学位,FULL_TIME,未公开,,165,165,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共165条考生记录，其中165人录取
河北工业大学,河北,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,48,48,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共48条考生记录，其中48人录取
河北工业大学,河北,085400,电子信息,专业学位,FULL_TIME,未公开,,41,41,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共41条考生记录，其中41人录取
西北大学,陕西,081203,计算机应用技术,专业学位,FULL_TIME,未公开,,2,2,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
西北大学,陕西,085400,电子信息,专业学位,FULL_TIME,未公开,,109,150,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共150条考生记录，其中109人录取
西北大学,陕西,083500,软件工程,专业学位,FULL_TIME,未公开,,18,22,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共22条考生记录，其中18人录取
西北大学,陕西,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,13,16,2020,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2020,数据来源于CPEER开放数据集，共16条考生记录，其中13人录取
上海大学,上海,085400,通信与信息系统,专业学位,FULL_TIME,未公开,,91,91,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共91条考生记录，其中91人录取
上海大学,上海,085400,信号与信息处理,专业学位,FULL_TIME,未公开,,19,19,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共19条考生记录，其中19人录取
上海大学,上海,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,46,46,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共46条考生记录，其中46人录取
上海大学,上海,085400,数字媒体创意工程,专业学位,FULL_TIME,未公开,,8,8,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
上海财经大学,上海,085400,工程管理硕士,专业学位,FULL_TIME,未公开,,103,103,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共103条考生记录，其中103人录取
上海财经大学,上海,085400,管理科学与工程,专业学位,FULL_TIME,未公开,,8,8,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
上海财经大学,上海,085400,电子商务,专业学位,FULL_TIME,未公开,,1,1,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共1条考生记录，其中1人录取
上海财经大学,上海,085400,金融信息工程,专业学位,FULL_TIME,未公开,,8,8,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
上海财经大学,上海,085400,信息管理与商务智能,专业学位,FULL_TIME,未公开,,2,2,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
上海财经大学,上海,083500,软件工程,专业学位,FULL_TIME,未公开,,3,3,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共3条考生记录，其中3人录取
上海财经大学,上海,085400,软件服务工程,专业学位,FULL_TIME,未公开,,2,2,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
上海财经大学,上海,083500,软件工程理论与计算复杂性,专业学位,FULL_TIME,未公开,,2,2,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
上海财经大学,上海,083500,金融领域软件工程,专业学位,FULL_TIME,未公开,,5,5,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共5条考生记录，其中5人录取
中南财经政法大学,湖北,085400,管理科学与工程,专业学位,FULL_TIME,未公开,,18,29,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共29条考生记录，其中18人录取
中南财经政法大学,湖北,085400,环境科学与工程,专业学位,FULL_TIME,未公开,,4,5,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共5条考生记录，其中4人录取
中南财经政法大学,湖北,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,3,4,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共4条考生记录，其中3人录取
中南财经政法大学,湖北,085400,电子信息,专业学位,FULL_TIME,未公开,,67,89,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共89条考生记录，其中67人录取
中国矿业大学(北京),未知,081000,信息与通信工程,专业学位,FULL_TIME,未公开,,7,7,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共7条考生记录，其中7人录取
中国矿业大学(北京),未知,081100,控制科学与工程,专业学位,FULL_TIME,未公开,,13,13,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共13条考生记录，其中13人录取
中国矿业大学(北京),未知,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,20,20,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共20条考生记录，其中20人录取
中国矿业大学(北京),未知,085400,电子信息,专业学位,FULL_TIME,未公开,,82,82,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共82条考生记录，其中82人录取
中央财经大学,北京,085400,电子信息,专业学位,FULL_TIME,未公开,,29,39,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共39条考生记录，其中29人录取
中央音乐学院,北京,085400,电子音乐作曲,专业学位,FULL_TIME,未公开,,6,6,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共6条考生记录，其中6人录取
中央音乐学院,北京,085400,音乐录音艺术,专业学位,FULL_TIME,未公开,,2,2,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
北京化工大学,北京,085400,电子信息,专业学位,FULL_TIME,未公开,,97,97,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共97条考生记录，其中97人录取
北京化工大学,北京,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,15,15,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共15条考生记录，其中15人录取
北京化工大学,北京,083500,软件工程,专业学位,FULL_TIME,未公开,,10,10,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共10条考生记录，其中10人录取
北京化工大学,北京,081000,信息与通信工程,专业学位,FULL_TIME,未公开,,12,12,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共12条考生记录，其中12人录取
北京化工大学,北京,081100,控制科学与工程,专业学位,FULL_TIME,未公开,,43,43,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共43条考生记录，其中43人录取
北京科技大学,北京,081000,信息与通信工程,专业学位,FULL_TIME,未公开,,29,34,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共34条考生记录，其中29人录取
北京科技大学,北京,081200,计算机科学与技术,专业学位,FULL_TIME,未公开,,23,29,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共29条考生记录，其中23人录取
北京科技大学,北京,085400,电子信息,专业学位,FULL_TIME,未公开,,95,101,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共101条考生记录，其中95人录取
北京邮电大学,北京,085400,电子信息,专业学位,FULL_TIME,未公开,,134,163,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共163条考生记录，其中134人录取
北京邮电大学,北京,085400,光学工程,专业学位,FULL_TIME,未公开,,35,50,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共50条考生记录，其中35人录取
北京邮电大学,北京,085400,生物医学工程,专业学位,FULL_TIME,未公开,,16,26,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共26条考生记录，其中16人录取
北京邮电大学,北京,085400,电子科学与技术,专业学位,FULL_TIME,未公开,,504,642,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共642条考生记录，其中504人录取
