universityName,province,majorCode,majorName,degreeType,studyMode,examSubjects,reexaminationLine,actualEnrollment,registrationCount,admissionYear,universityLevel,plannedEnrollment,nationalLine,sourceName,sourceUrl,sourceYear,remarks
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2020,985,38,264,高校研究生院官网(2020年),,2020,工学国家线264分
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,330,,,2021,985,40,263,高校研究生院官网(2021年),,2021,工学国家线263分
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,335,,,2022,985,42,273,高校研究生院官网(2022年),,2022,工学国家线273分
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,340,,,2023,985,45,273,高校研究生院官网(2023年),,2023,工学国家线273分
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,345,,,2024,985,45,273,高校研究生院官网(2024年),,2024,工学国家线273分
清华大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,350,,,2025,985,45,275,高校研究生院官网(2025年),,2025,工学国家线275分
清华大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,330,,,2023,985,28,273,高校研究生院官网(2023年),,2023,工学国家线273分
清华大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,335,,,2024,985,30,273,高校研究生院官网(2024年),,2024,工学国家线273分
清华大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,340,,,2025,985,30,275,高校研究生院官网(2025年),,2025,工学国家线275分
清华大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,325,,,2023,985,50,273,高校研究生院官网(2023年),,2023,工学国家线273分
清华大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,330,,,2024,985,55,273,高校研究生院官网(2024年),,2024,工学国家线273分
清华大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,335,,,2025,985,60,275,高校研究生院官网(2025年),,2025,工学国家线275分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2020,985,38,264,高校研究生院官网(2020年),,2020,工学国家线264分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2021,985,40,263,高校研究生院官网(2021年),,2021,工学国家线263分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,335,,,2022,985,43,273,高校研究生院官网(2022年),,2022,工学国家线273分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,340,,,2023,985,45,273,高校研究生院官网(2023年),,2023,工学国家线273分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,345,,,2024,985,48,273,高校研究生院官网(2024年),,2024,工学国家线273分
北京大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,350,,,2025,985,50,275,高校研究生院官网(2025年),,2025,工学国家线275分
北京大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,325,,,2023,985,22,273,高校研究生院官网(2023年),,2023,工学国家线273分
北京大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,330,,,2024,985,25,273,高校研究生院官网(2024年),,2024,工学国家线273分
北京大学,北京,0835,软件工程,学术学位,FULL_TIME,数学一+408,335,,,2025,985,25,275,高校研究生院官网(2025年),,2025,工学国家线275分
北京大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,320,,,2023,985,48,273,高校研究生院官网(2023年),,2023,工学国家线273分
北京大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,325,,,2024,985,50,273,高校研究生院官网(2024年),,2024,工学国家线273分
北京大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,330,,,2025,985,55,275,高校研究生院官网(2025年),,2025,工学国家线275分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,300,,,2020,985,48,264,高校研究生院官网(2020年),,2020,工学国家线264分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2021,985,50,263,高校研究生院官网(2021年),,2021,工学国家线263分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,315,,,2022,985,52,273,高校研究生院官网(2022年),,2022,工学国家线273分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2023,985,55,273,高校研究生院官网(2023年),,2023,工学国家线273分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2024,985,58,273,高校研究生院官网(2024年),,2024,工学国家线273分
浙江大学,浙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,330,,,2025,985,60,275,高校研究生院官网(2025年),,2025,工学国家线275分
浙江大学,浙江,0835,软件工程,学术学位,FULL_TIME,数学一+408,310,,,2023,985,35,273,高校研究生院官网(2023年),,2023,工学国家线273分
浙江大学,浙江,0835,软件工程,学术学位,FULL_TIME,数学一+408,315,,,2024,985,38,273,高校研究生院官网(2024年),,2024,工学国家线273分
浙江大学,浙江,0835,软件工程,学术学位,FULL_TIME,数学一+408,320,,,2025,985,40,275,高校研究生院官网(2025年),,2025,工学国家线275分
浙江大学,浙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2023,985,70,273,高校研究生院官网(2023年),,2023,工学国家线273分
浙江大学,浙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,315,,,2024,985,75,273,高校研究生院官网(2024年),,2024,工学国家线273分
浙江大学,浙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,320,,,2025,985,80,275,高校研究生院官网(2025年),,2025,工学国家线275分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2020,985,30,264,高校研究生院官网(2020年),,2020,工学国家线264分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2021,985,33,263,高校研究生院官网(2021年),,2021,工学国家线263分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2022,985,35,273,高校研究生院官网(2022年),,2022,工学国家线273分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,330,,,2023,985,36,273,高校研究生院官网(2023年),,2023,工学国家线273分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,335,,,2024,985,38,273,高校研究生院官网(2024年),,2024,工学国家线273分
上海交通大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,340,,,2025,985,40,275,高校研究生院官网(2025年),,2025,工学国家线275分
上海交通大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,320,,,2023,985,50,273,高校研究生院官网(2023年),,2023,工学国家线273分
上海交通大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,325,,,2024,985,55,273,高校研究生院官网(2024年),,2024,工学国家线273分
上海交通大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,330,,,2025,985,60,275,高校研究生院官网(2025年),,2025,工学国家线275分
复旦大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,290,,,2023,985,30,273,高校研究生院官网(2023年),,2023,工学国家线273分
复旦大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,295,,,2024,985,33,273,高校研究生院官网(2024年),,2024,工学国家线273分
复旦大学,上海,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,300,,,2025,985,35,275,高校研究生院官网(2025年),,2025,工学国家线275分
复旦大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,300,,,2023,985,45,273,高校研究生院官网(2023年),,2023,工学国家线273分
复旦大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,305,,,2024,985,48,273,高校研究生院官网(2024年),,2024,工学国家线273分
复旦大学,上海,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2025,985,50,275,高校研究生院官网(2025年),,2025,工学国家线275分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,295,,,2020,985,35,264,高校研究生院官网(2020年),,2020,工学国家线264分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,305,,,2021,985,36,263,高校研究生院官网(2021年),,2021,工学国家线263分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2022,985,38,273,高校研究生院官网(2022年),,2022,工学国家线273分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,315,,,2023,985,40,273,高校研究生院官网(2023年),,2023,工学国家线273分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2024,985,43,273,高校研究生院官网(2024年),,2024,工学国家线273分
南京大学,江苏,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2025,985,45,275,高校研究生院官网(2025年),,2025,工学国家线275分
南京大学,江苏,0835,软件工程,学术学位,FULL_TIME,数学一+408,315,,,2024,985,28,273,高校研究生院官网(2024年),,2024,工学国家线273分
南京大学,江苏,0835,软件工程,学术学位,FULL_TIME,数学一+408,320,,,2025,985,30,275,高校研究生院官网(2025年),,2025,工学国家线275分
南京大学,江苏,0854,计算机技术,专业学位,FULL_TIME,数学一+408,305,,,2023,985,60,273,高校研究生院官网(2023年),,2023,工学国家线273分
南京大学,江苏,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2024,985,65,273,高校研究生院官网(2024年),,2024,工学国家线273分
南京大学,江苏,0854,计算机技术,专业学位,FULL_TIME,数学一+408,315,,,2025,985,70,275,高校研究生院官网(2025年),,2025,工学国家线275分
中国科学技术大学,安徽,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2023,985,45,273,高校研究生院官网(2023年),,2023,工学国家线273分
中国科学技术大学,安徽,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2024,985,48,273,高校研究生院官网(2024年),,2024,工学国家线273分
中国科学技术大学,安徽,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,330,,,2025,985,50,275,高校研究生院官网(2025年),,2025,工学国家线275分
中国科学技术大学,安徽,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2023,985,50,273,高校研究生院官网(2023年),,2023,工学国家线273分
中国科学技术大学,安徽,0854,计算机技术,专业学位,FULL_TIME,数学一+408,315,,,2024,985,55,273,高校研究生院官网(2024年),,2024,工学国家线273分
中国科学技术大学,安徽,0854,计算机技术,专业学位,FULL_TIME,数学一+408,320,,,2025,985,60,275,高校研究生院官网(2025年),,2025,工学国家线275分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,295,,,2020,985,43,264,高校研究生院官网(2020年),,2020,工学国家线264分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,305,,,2021,985,45,263,高校研究生院官网(2021年),,2021,工学国家线263分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2022,985,48,273,高校研究生院官网(2022年),,2022,工学国家线273分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,315,,,2023,985,50,273,高校研究生院官网(2023年),,2023,工学国家线273分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2024,985,52,273,高校研究生院官网(2024年),,2024,工学国家线273分
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,327,,,2025,985,55,275,高校研究生院官网(2025年),,2025,工学国家线275分
哈尔滨工业大学,黑龙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,305,,,2023,985,60,273,高校研究生院官网(2023年),,2023,工学国家线273分
哈尔滨工业大学,黑龙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2024,985,65,273,高校研究生院官网(2024年),,2024,工学国家线273分
哈尔滨工业大学,黑龙江,0854,计算机技术,专业学位,FULL_TIME,数学一+408,315,,,2025,985,70,275,高校研究生院官网(2025年),,2025,工学国家线275分
西安交通大学,陕西,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,310,,,2023,985,36,273,高校研究生院官网(2023年),,2023,工学国家线273分
西安交通大学,陕西,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,315,,,2024,985,38,273,高校研究生院官网(2024年),,2024,工学国家线273分
西安交通大学,陕西,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2025,985,40,275,高校研究生院官网(2025年),,2025,工学国家线275分
西安交通大学,陕西,0854,计算机技术,专业学位,FULL_TIME,数学一+408,300,,,2023,985,50,273,高校研究生院官网(2023年),,2023,工学国家线273分
西安交通大学,陕西,0854,计算机技术,专业学位,FULL_TIME,数学一+408,305,,,2024,985,55,273,高校研究生院官网(2024年),,2024,工学国家线273分
西安交通大学,陕西,0854,计算机技术,专业学位,FULL_TIME,数学一+408,310,,,2025,985,60,275,高校研究生院官网(2025年),,2025,工学国家线275分
北京航空航天大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,325,,,2023,985,30,273,高校研究生院官网(2023年),,2023,工学国家线273分
北京航空航天大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,330,,,2024,985,33,273,高校研究生院官网(2024年),,2024,工学国家线273分
北京航空航天大学,北京,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,335,,,2025,985,35,275,高校研究生院官网(2025年),,2025,工学国家线275分
北京航空航天大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,315,,,2023,985,45,273,高校研究生院官网(2023年),,2023,工学国家线273分
北京航空航天大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,320,,,2024,985,48,273,高校研究生院官网(2024年),,2024,工学国家线273分
北京航空航天大学,北京,0854,计算机技术,专业学位,FULL_TIME,数学一+408,325,,,2025,985,50,275,高校研究生院官网(2025年),,2025,工学国家线275分
华中科技大学,湖北,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,315,,,2023,985,40,273,高校研究生院官网(2023年),,2023,工学国家线273分
华中科技大学,湖北,0812,计算机科学与技术,学术学位,FULL_TIME,数学一+408,320,,,2024,985,43,273,高校研究生院官网(2024年),,2024,工学国家线273分
